"emln_id","train_layer","test_layer","prop_ones_removed","amount_of_removed_1","prop_zeros_removed","amount_of_removed_0","k","lambda","observed","reconstructed_value"
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.149386660593038
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0890130191315412
25,1,1,0.2,27,0.2,351,10,0.1,0,0.433221192280347
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.941821562238162
25,1,1,0.2,27,0.2,351,10,0.1,0,-2.29369288957815e-29
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.186889766194761
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0368149058716163
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0375013985550473
25,1,1,0.2,27,0.2,351,10,0.1,0,1.03575246500714e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,0.202217409065291
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0762454651498291
25,1,1,0.2,27,0.2,351,10,0.1,0,0.13453916023767
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.31399648889023e-29
25,1,1,0.2,27,0.2,351,10,0.1,0,0.517763173451552
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0106797973471164
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0236787500137216
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.4096546555283
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.704150403623366
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.275750953325035
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0332196645128184
25,1,1,0.2,27,0.2,351,10,0.1,0,0.584389888713201
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.86000764170566
25,1,1,0.2,27,0.2,351,10,0.1,0,0.136096467658663
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.156663854033796
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0300311457343706
25,1,1,0.2,27,0.2,351,10,0.1,0,-4.42276933656799
25,1,1,0.2,27,0.2,351,10,0.1,0,0.540452908426977
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0898629068619568
25,1,1,0.2,27,0.2,351,10,0.1,0,2.25324929167491
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.30621784397532e-26
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0213470797813436
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0367865069622584
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.86321762956606
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.000707253674168941
25,1,1,0.2,27,0.2,351,10,0.1,0,0.147451501573459
25,1,1,0.2,27,0.2,351,10,0.1,0,0.992009028409299
25,1,1,0.2,27,0.2,351,10,0.1,0,1.04298927065727
25,1,1,0.2,27,0.2,351,10,0.1,0,0.193717128433621
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.130370953769349
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.00319761859889896
25,1,1,0.2,27,0.2,351,10,0.1,0,-4.28616663694762e-30
25,1,1,0.2,27,0.2,351,10,0.1,0,1.41851117475021
25,1,1,0.2,27,0.2,351,10,0.1,0,5.27878073064851e-30
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0159551702999516
25,1,1,0.2,27,0.2,351,10,0.1,0,3.1177614977382e-18
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,-5.08810323804754e-18
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.577022752597273
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0545021545606381
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.1087510127974
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0896050979341584
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.110528584561533
25,1,1,0.2,27,0.2,351,10,0.1,0,2.4153973873983
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,0.122398019563342
25,1,1,0.2,27,0.2,351,10,0.1,0,0.27831632361357
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0488199391414737
25,1,1,0.2,27,0.2,351,10,0.1,0,3.26930750694482e-41
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.515208066655012
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.85174833407531e-25
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.73737164073965e-25
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.9435923145522
25,1,1,0.2,27,0.2,351,10,0.1,0,0.395863406275667
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.00989187515239838
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.172043873133856
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0688849399804356
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.75541372583705e-16
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0541011120683909
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0854704845133609
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.00489345053267955
25,1,1,0.2,27,0.2,351,10,0.1,0,0.757810899680361
25,1,1,0.2,27,0.2,351,10,0.1,0,-4.44751788958443
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.167571399598274
25,1,1,0.2,27,0.2,351,10,0.1,0,1.02672501523268
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0186428320321868
25,1,1,0.2,27,0.2,351,10,0.1,0,0.291751323628105
25,1,1,0.2,27,0.2,351,10,0.1,0,-1.17664635452516
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0625651944770159
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.94946956099982
25,1,1,0.2,27,0.2,351,10,0.1,0,1.04328865705653
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.0515814722622723
25,1,1,0.2,27,0.2,351,10,0.1,0,0.181593564473997
25,1,1,0.2,27,0.2,351,10,0.1,0,0
25,1,1,0.2,27,0.2,351,10,0.1,0,5.25684045050514e-17
25,1,1,0.2,27,0.2,351,10,0.1,0,2.45934247795432
25,1,1,0.2,27,0.2,351,10,0.1,0,0.0820192759218645
25,1,1,0.2,27,0.2,351,10,0.1,0,1.1543468965207
25,1,1,0.2,27,0.2,351,10,0.1,0,-0.402055235761325
25,1,1,0.2,27,0.2,351,10,0.1,0,5.46621328776165e-17
25,1,2,0.2,31,0.2,476,10,0.1,1,2.57888213559735
25,1,2,0.2,31,0.2,476,10,0.1,1,0.334759482106039
25,1,2,0.2,31,0.2,476,10,0.1,1,0
25,1,2,0.2,31,0.2,476,10,0.1,1,0
25,1,2,0.2,31,0.2,476,10,0.1,1,0
25,1,2,0.2,31,0.2,476,10,0.1,1,-0.184222500858408
25,1,2,0.2,31,0.2,476,10,0.1,1,2.324334937364
25,1,2,0.2,31,0.2,476,10,0.1,1,-1.60783682943804
25,1,2,0.2,31,0.2,476,10,0.1,1,-0.121848207195303
25,1,2,0.2,31,0.2,476,10,0.1,1,0
25,1,2,0.2,31,0.2,476,10,0.1,1,0.0884509691287982
25,1,2,0.2,31,0.2,476,10,0.1,1,0
25,1,2,0.2,31,0.2,476,10,0.1,1,-0.631399756129376
25,1,2,0.2,31,0.2,476,10,0.1,1,0
25,1,2,0.2,31,0.2,476,10,0.1,1,5.15560485057463e-17
25,1,2,0.2,31,0.2,476,10,0.1,1,1.31635038305914
25,1,2,0.2,31,0.2,476,10,0.1,1,-1.51623110849028
25,1,2,0.2,31,0.2,476,10,0.1,1,0
25,1,2,0.2,31,0.2,476,10,0.1,1,-0.0333280747925273
25,1,2,0.2,31,0.2,476,10,0.1,1,1.33114587807501
25,1,2,0.2,31,0.2,476,10,0.1,1,-0.155803533759231
25,1,2,0.2,31,0.2,476,10,0.1,1,0.0754511910152758
25,1,2,0.2,31,0.2,476,10,0.1,1,0.596250887518186
25,1,2,0.2,31,0.2,476,10,0.1,1,-1.12571074074756
